"","sftgcode","year","byregn2","group","sftgname","feanctig","sftptv2a","sftpcons","ethherf","relhrel","disp4cat","sftpdur2","floil","maccat","logim","logtpop","logmtn","anocracy","democracy","log_gdpc","miss_ind","glb_ind","cwar_ind","reg_ind","sample"
"319","POR",1991,3,2,"Portugal",1,"Full democracy",0,1,0.89806741476059,0,0,0,0,-1.41681551933289,9.20240879058838,1.91692280769348,0,1,9.16240119934082,0,"Y","Y","",1
"320","POR",1995,3,2,"Portugal",1,"Full democracy",0,0.992031991481781,0.838437139987946,0,0,0,0,-1.5243057012558,9.19938087463379,1.91692280769348,0,1,9.39525508880615,0,"Y","","Y",1
"321","PRK",1958,2,2,"Korea, North",0,"Full autocracy",0,1,0.347752004861832,0,0,0,0,-0.265216737985611,9.25779628753662,2.26456999778748,0,0,5.29831743240356,0,"Y","Y","",1
"322","PRK",1961,2,2,"Korea, North",0,"Full autocracy",0,1,0.347752004861832,0,0,0,0,-0.257955878973007,9.32143402099609,2.26456999778748,0,0,5.36129236221313,0,"Y","","Y",1
"323","PRK",1966,2,1,"Korea, North",0,"Full autocracy",0,1,0.347752004861832,0,0,0,0,-0.489253133535385,9.42577457427979,2.26456999778748,0,0,5.53733444213867,0,"Y","Y","",1
"324","PRK",1972,2,1,"Korea, North",0,"Full autocracy",0,1,0.417991995811462,0,0,0,0,-0.507064282894135,9.57477474212646,2.26456999778748,0,0,5.80513477325439,0,"Y","","Y",1
"325","PRK",1988,2,1,"Korea, North",0,"Full autocracy",0,1,0.527281522750854,0,0,0,0,-0.280356019735336,9.84219741821289,2.26456999778748,0,0,6.56244421005249,0,"Y","Y","",1
"326","PRK",1996,2,1,"Korea, North",0,"Full autocracy",0,1,0.547328472137451,0,0,0,0,-0.169399276375771,9.95811748504639,2.26456999778748,0,0,6.80461454391479,0,"Y","Y","",1
"327","PRK",2000,2,1,"Korea, North",0,"Full autocracy",0,1,0.547328472137451,0,0,0,0,1.34520745277405,9.99706935882568,2.26456999778748,0,0,7.00215578079224,0,"Y","","Y",1
"328","QAT",1980,5,2,"Qatar",0,"Full autocracy",0,0.727979123592377,0.896740317344666,0,0,1,0,-0.284660279750824,5.29831743240356,0,0,0,10.0086126327515,0,"Y","","Y",1
"329","QAT",1992,5,1,"Qatar",0,"Full autocracy",0,0.33239671587944,0.617857277393341,0,0,1,0,-0.432691931724548,6.14632940292358,0,0,0,9.65542793273926,0,"Y","Y","",1
"330","ROK",1961,2,2,"Korea, South",1,"Partial autocracy",1,1,0.491376847028732,0,0,0,0,-0.348396509885788,10.096996307373,2.29253482818604,1,0,5.83586263656616,0,"Y","","Y",1
"331","ROK",1965,2,1,"Korea, South",1,"Partial democracy with factionalism",0,1,0.491376847028732,0,1,0,0,-0.744750559329987,10.2088375091553,2.29253482818604,1,0,5.95821809768677,0,"Y","Y","",1
"332","ROK",1972,2,1,"Korea, South",1,"Partial democracy with factionalism",1,1,0.347714394330978,0,0,0,0,-0.784559547901154,10.3710823059082,2.29253482818604,1,0,6.66944742202759,0,"Y","","Y",1
"333","RUM",1956,3,1,"Romania",0,"Full autocracy",0,0.771896719932556,0.652195572853088,1,0,0,0,0.439258575439453,9.76915550231934,2.89037179946899,0,0,5.32300996780396,0,"Y","Y","",1
"334","RUM",1968,3,1,"Romania",0,"Full autocracy",0,0.771896719932556,0.652195572853088,1,0,0,0,-0.0881072655320168,9.86459064483643,2.89037179946899,0,0,6.0932765007019,0,"Y","","Y",1
"335","RUM",1989,3,1,"Romania",0,"Full autocracy",1,0.761102318763733,0.627002358436584,1,0,0,0,0.0532724671065807,10.0422925949097,2.89037179946899,0,0,8.31448173522949,0,"Y","Y","",1
"336","RUM",1995,3,2,"Romania",0,"Partial democracy with factionalism",0,0.76344883441925,0.598606765270233,0,0,0,0,-0.03437639772892,10.0399398803711,2.89037179946899,1,0,8.31719017028809,0,"Y","","Y",1
"337","RUS",1994,3,1,"Russia",1,"Partial democracy with factionalism",1,0.659946799278259,0.424072265625,0,0,1,0,-0.66927969455719,11.910270690918,2.72129535675049,0,1,9.0446834564209,0,"Y","Y","",1
"338","RVN",1958,2,2,"Vietnam, South",0,"Partial autocracy",1,0.742203593254089,0.460472166538239,0,0,0,0,0.339954018592834,9.41735458374023,2.99573230743408,1,0,5.17614984512329,0,"Y","Y","",1
"339","RWA",1970,1,1,"Rwanda",0,"Partial autocracy",0,0.742200016975403,0.329897165298462,1,0,0,0,0.474014073610306,8.16820335388184,4.30945587158203,1,0,5.30846548080444,0,"Y","","Y",1
"340","RWA",1985,1,1,"Rwanda",0,"Full autocracy",0,0.742200016975403,0.390893995761871,1,0,0,0,0.79012542963028,8.62873458862305,4.30945587158203,0,0,6.64934730529785,0,"Y","Y","",1
"341","RWA",1990,1,2,"Rwanda",0,"Full autocracy",1,0.742200016975403,0.390893995761871,1,0,0,0,0.883863985538483,8.81031036376953,4.30945587158203,0,0,6.72234106063843,0,"Y","Y","",1
"342","SAF",1961,1,1,"South Africa",0,"Partial autocracy",0,0.172524139285088,0.320421278476715,1,0,0,0,-0.138469681143761,9.73873043060303,2.16332292556763,1,0,6.94417381286621,0,"Y","Y","",1
"343","SAF",1967,1,1,"South Africa",0,"Partial autocracy",0,0.172524139285088,0.320421278476715,1,0,0,0,-0.390177041292191,9.89505195617676,2.16332292556763,1,0,7.17317628860474,0,"Y","","Y",1
"344","SAF",1972,1,2,"South Africa",0,"Partial autocracy",0,0.170521646738052,0.311408817768097,1,0,0,0,-0.333598673343658,10.028223991394,2.16332292556763,1,0,7.54462814331055,0,"Y","","Y",1
"345","SAF",1984,1,1,"South Africa",0,"Partial autocracy",1,0.170524716377258,0.303437978029251,1,0,0,0,-0.0630391091108322,10.3302249908447,2.16332292556763,1,0,8.57415390014648,0,"Y","Y","",1
"346","SAF",1999,1,1,"South Africa",0,"Partial democracy without factionalism",0,0.170282378792763,0.293491899967194,0,0,0,0,0.309978067874908,10.6533460617065,2.16332292556763,0,1,8.93679141998291,0,"Y","Y","",1
"347","SAL",1961,4,1,"El Salvador",0,"Full autocracy",0,0.872739970684052,0.945083975791931,1,0,0,0,0.375568598508835,7.82484579086304,2.42480278015137,1,0,6.62682390213013,0,"Y","","Y",1
"348","SAL",1966,4,2,"El Salvador",0,"Partial autocracy",0,0.872739970684052,0.945083975791931,1,1,0,0,0.145030438899994,7.97659540176392,2.42480278015137,1,0,6.77807950973511,0,"Y","Y","",1
"349","SAL",1971,4,1,"El Salvador",0,"Partial autocracy",0,0.872739970684052,0.945083975791931,1,0,0,0,0.108137190341949,8.15507507324219,2.42480278015137,1,0,6.99573850631714,0,"Y","","Y",1
"350","SAL",1977,4,1,"El Salvador",0,"Partial autocracy",1,0.871972918510437,0.908955991268158,1,0,0,0,0.223143547773361,8.3236083984375,2.42480278015137,1,0,7.42842245101929,0,"Y","","Y",1
"351","SAU",1958,5,1,"Saudi Arabia",0,"Full autocracy",0,0.967088162899017,0.745000004768372,1,0,1,0,0.70226114988327,8.21039581298828,2.52572870254517,0,0,6.98286294937134,0,"Y","Y","",1
"352","SAU",1965,5,1,"Saudi Arabia",0,"Full autocracy",0,0.967088162899017,0.745000004768372,1,0,1,0,0.372765898704529,8.40760135650635,2.52572870254517,0,0,6.26909637451172,0,"Y","","Y",1
"353","SAU",1970,5,2,"Saudi Arabia",0,"Full autocracy",0,0.967088162899017,0.745000004768372,1,0,1,0,0.252234071493149,8.57885265350342,2.52572870254517,0,0,6.63463354110718,0,"Y","Y","",1
"354","SAU",1975,5,1,"Saudi Arabia",0,"Full autocracy",0,0.975977659225464,0.745000004768372,1,0,1,0,0.23492394387722,8.78889846801758,2.52572870254517,0,0,7.5240216255188,0,"Y","Y","",1
"355","SAU",1978,5,1,"Saudi Arabia",0,"Full autocracy",0,0.975977659225464,0.745000004768372,1,0,1,0,0.0740215480327606,8.9420690536499,2.52572870254517,0,0,8.60318756103516,0,"Y","Y","",1
"356","SAU",1987,5,1,"Saudi Arabia",0,"Full autocracy",0,0.975804030895233,0.745000004768372,1,0,1,0,-0.1281598508358,9.46591281890869,2.52572870254517,0,0,9.02557563781738,0,"Y","Y","",1
"357","SAU",1994,5,1,"Saudi Arabia",0,"Full autocracy",0,0.820068776607513,0.745000004768372,1,0,1,0,-0.453711956739426,9.77468776702881,2.52572870254517,0,0,9.21553802490234,0,"Y","Y","",1
"358","SEN",1962,1,1,"Senegal",0,"Partial autocracy",1,0.247061744332314,0.804952025413513,0,0,0,0,0.112447716295719,8.06683540344238,0,1,0,6.15245628356934,0,"Y","","Y",1
"359","SEN",1967,1,1,"Senegal",0,"Full autocracy",0,0.247061744332314,0.804952025413513,0,1,0,0,0.00406964216381311,8.19588565826416,0,0,0,6.16896200180054,0,"Y","","Y",1
"360","SEN",1973,1,1,"Senegal",0,"Full autocracy",0,0.223521515727043,0.811767995357513,0,0,0,0,0.106345251202583,8.36147499084473,0,0,0,6.23234987258911,0,"Y","","Y",1
"361","SEN",1992,1,1,"Senegal",0,"Partial autocracy",1,0.210796073079109,0.868600010871887,1,0,0,0,0.405465096235275,8.90177536010742,0,1,0,7.24809837341309,0,"Y","Y","",1
"362","SIE",1967,1,1,"Sierra Leone",0,"Partial democracy with factionalism",1,0.252442359924316,0.421662509441376,0,0,0,0,0.652457356452942,7.79564666748047,0.993251800537109,0,1,5.88790798187256,0,"Y","","Y",1
"363","SIE",1981,1,1,"Sierra Leone",0,"Full autocracy",0,0.252442359924316,0.421662509441376,1,0,0,0,0.945509254932404,8.06337738037109,0.993251800537109,0,0,6.4965033531189,0,"Y","","Y",1
"364","SIE",1991,1,2,"Sierra Leone",0,"Full autocracy",1,0.252425372600555,0.409000009298325,1,0,0,0,1.23631000518799,8.29179668426514,0.993251800537109,0,0,6.97364616394043,0,"Y","Y","",1
"365","SIN",1969,2,2,"Singapore",0,"Partial autocracy",0,0.606218457221985,0.366986066102982,0,NA,0,0,-1.37219548225403,7.58120965957642,0,1,0,6.86590147018433,1,"Y","","Y",1
"366","SIN",1983,2,3,"Singapore",0,"Partial autocracy",0,0.61929726600647,0.36321759223938,0,0,0,0,-1.77802932262421,7.80913543701172,0,1,0,8.86247825622559,0,"Y","Y","",1
"367","SIN",1997,2,1,"Singapore",0,"Partial autocracy",0,0.612276077270508,0.357918381690979,0,0,0,0,-2.29505681991577,8.15421295166016,0,1,0,10.0564918518066,0,"Y","","Y",1
"368","SOL",1983,2,3,"Solomon Islands",0,"Partial democracy without factionalism",0,NA,NA,0,0,0,0,-0.316880464553833,5.46806001663208,NA,0,1,7.21670961380005,3,"Y","Y","",1
"369","SOL",2000,2,1,"Solomon Islands",0,"Partial democracy with factionalism",1,NA,NA,0,0,0,0,-0.265703171491623,6.01859331130981,NA,0,1,7.75876045227051,3,"Y","","Y",1
"370","SOM",1963,1,2,"Somalia",0,"Partial democracy without factionalism",0,0.680000007152557,1,0,0,0,0,0.674774527549744,7.96762657165527,2.6100697517395,0,1,5.79301357269287,0,"Y","","Y",1
"371","SOM",1969,1,1,"Somalia",0,"Partial democracy without factionalism",1,0.680000007152557,1,0,0,0,0,0.769281506538391,8.11611843109131,2.6100697517395,0,1,5.79301357269287,0,"Y","","Y",1
"372","SOM",1972,1,3,"Somalia",0,"Full autocracy",0,0.680000007152557,1,0,1,0,0,0.734914243221283,8.18896675109863,2.6100697517395,0,0,5.82304573059082,0,"Y","Y","",1
"373","SOM",1988,1,2,"Somalia",0,"Full autocracy",1,0.680055201053619,1,1,0,0,0,0.929439187049866,8.80941486358643,2.6100697517395,0,0,6.80461454391479,0,"Y","Y","",1
"374","SPN",1989,3,1,"Spain",1,"Full democracy",0,0.567526161670685,0.935994029045105,0,0,0,0,-1.78424060344696,10.566535949707,3.11794996261597,0,1,9.19690132141113,0,"Y","Y","",1
"375","SRI",1956,2,2,"Sri Lanka",0,"Partial democracy without factionalism",0,0.565543234348297,0.48058944940567,1,0,0,0,-0.477032154798508,9.0433406829834,2.11625552177429,0,1,5.77197074890137,0,"Y","Y","",1
"376","SRI",1960,2,2,"Sri Lanka",0,"Partial democracy without factionalism",0,0.565543234348297,0.48058944940567,1,0,0,0,-0.418057650327682,9.12576198577881,2.11625552177429,0,1,5.71590852737427,0,"Y","","Y",1
"377","SRI",1966,2,1,"Sri Lanka",0,"Partial democracy without factionalism",0,0.565543234348297,0.48058944940567,1,0,0,0,-0.683844804763794,9.28191661834717,2.11625552177429,0,1,5.82331228256226,0,"Y","Y","",1
"378","SRI",1972,2,1,"Sri Lanka",0,"Partial democracy with factionalism",0,0.552696406841278,0.482314556837082,1,0,0,0,-0.710773348808289,9.41694831848145,2.11625552177429,0,1,6.15179586410522,0,"Y","","Y",1
"379","SRI",1983,2,3,"Sri Lanka",0,"Partial democracy with factionalism",1,0.568065464496613,0.488102108240128,1,0,0,0,-0.70085734128952,9.59906578063965,2.11625552177429,0,1,7.02365207672119,0,"Y","Y","",1
"380","SUD",1983,1,1,"Sudan",0,"Full autocracy",1,0.360936790704727,0.61872798204422,0,0,0,1,0.398786425590515,9.90388774871826,2.01490306854248,0,0,6.56667232513428,0,"Y","Y","",1
"381","SWA",1973,1,1,"Swaziland",0,"Partial democracy with factionalism",1,0.837705075740814,0.269297987222672,0,0,0,0,0.533232808113098,6.12249279022217,2.78501129150391,1,0,6.79794025421143,0,"Y","","Y",1
"382","SWA",1977,1,1,"Swaziland",0,"Full autocracy",0,0.837705075740814,0.269297987222672,0,1,0,0,0.48205754160881,6.2441668510437,2.78501129150391,0,0,7.16703796386719,0,"Y","Y","",1
"383","SWA",1988,1,2,"Swaziland",0,"Full autocracy",0,0.846607506275177,0.273272007703781,0,0,0,0,0.311746805906296,6.59304475784302,2.78501129150391,0,0,7.62705755233765,0,"Y","Y","",1
"384","SWA",1991,1,2,"Swaziland",0,"Full autocracy",0,0.846607506275177,0.273272007703781,0,0,0,0,0.241018906235695,6.71052312850952,2.78501129150391,0,0,7.87891292572021,0,"Y","Y","",1
"385","SWA",1994,1,1,"Swaziland",0,"Full autocracy",0,0.770221531391144,0.276868492364883,0,0,0,0,0.355950057506561,6.78784513473511,2.78501129150391,0,0,7.79358673095703,0,"Y","","Y",1
"386","SWA",1997,1,1,"Swaziland",0,"Full autocracy",0,0.770221531391144,0.276868492364883,0,0,0,0,0.370433747768402,6.84481525421143,2.78501129150391,0,0,7.8597993850708,0,"Y","Y","",1
"387","SWD",1971,3,1,"Sweden",0,"Full democracy",0,0.909034371376038,0.615549981594086,0,0,0,0,-2.15255689620972,8.98594570159912,1.28093385696411,0,1,8.32875061035156,0,"Y","Y","",1
"388","SWD",1991,3,2,"Sweden",0,"Full democracy",0,0.819006025791168,0.542058110237122,0,0,0,0,-2.15216302871704,9.04852676391602,1.28093385696411,0,1,9.78228759765625,0,"Y","Y","",1
"389","SWD",1996,3,1,"Sweden",0,"Full democracy",0,0.784265995025635,0.500529229640961,0,0,0,0,-2.37245488166809,9.08125591278076,1.28093385696411,0,1,9.86561584472656,0,"Y","","Y",1
"390","SWZ",1967,3,1,"Switzerland",0,"Partial democracy without factionalism",0,0.509742200374603,0.473527908325195,1,0,0,0,-1.82445871829987,8.67539310455322,4.21803617477417,0,1,8.35338592529297,0,"Y","","Y",1
"391","SWZ",1971,3,1,"Switzerland",0,"Partial democracy without factionalism",0,0.509742200374603,0.473527908325195,1,0,0,0,-1.87777829170227,8.72176551818848,4.21803617477417,0,1,8.59235286712646,0,"Y","Y","",1
"392","SWZ",1974,3,1,"Switzerland",0,"Full democracy",0,0.505469441413879,0.469103395938873,1,0,0,0,-1.84483683109283,8.74385070800781,4.21803617477417,0,1,8.80462074279785,0,"Y","Y","",1
"393","SYR",1971,5,1,"Syria",0,"Full autocracy",0,0.832599997520447,0.472442001104355,0,0,1,0,-0.00697561400011182,8.73020553588867,1.85629796981812,0,0,6.37725400924683,0,"Y","","Y",1
"394","SYR",1981,5,1,"Syria",0,"Full autocracy",1,0.827585995197296,0.47443288564682,0,0,1,1,-0.0813913270831108,9.06473636627197,1.85629796981812,0,0,7.66344976425171,0,"Y","","",1
"395","SYR",1987,5,1,"Syria",0,"Full autocracy",0,0.827701151371002,0.47443288564682,0,0,1,1,0,9.28414821624756,1.85629796981812,0,0,8.04079437255859,0,"Y","Y","",1
"396","SYR",1991,5,1,"Syria",0,"Full autocracy",0,0.827701151371002,0.47443288564682,0,0,1,1,-0.00804833322763443,9.41979026794434,1.85629796981812,0,0,8.00828552246094,0,"Y","Y","",1
"397","SYR",1994,5,1,"Syria",0,"Full autocracy",0,0.830211818218231,0.503512024879456,0,0,1,0,0.0878162086009979,9.50836849212646,1.85629796981812,0,0,8.12198829650879,0,"Y","Y","",1
"398","TAW",1958,2,2,"Taiwan",0,"Full autocracy",0,1,0.447023123502731,1,0,0,0,-0.314139544963837,9.19380474090576,3.86283278465271,0,0,5.51439619064331,0,"Y","Y","",1
"399","TAW",1961,2,2,"Taiwan",0,"Full autocracy",0,1,0.447023123502731,1,0,0,0,-0.257955878973007,9.23327541351318,3.86283278465271,0,0,5.70144653320312,0,"Y","","Y",1
"400","TAW",1967,2,1,"Taiwan",0,"Full autocracy",0,1,0.447023123502731,1,0,0,0,-0.847146809101105,9.42891311645508,3.86283278465271,0,0,6.17034244537354,0,"Y","Y","",1
"401","TAW",1970,2,1,"Taiwan",0,"Full autocracy",0,1,0.447023123502731,1,0,0,0,-0.877126216888428,9.52149486541748,3.86283278465271,0,0,6.48202133178711,0,"Y","Y","",1
"402","TAW",1974,2,1,"Taiwan",0,"Full autocracy",0,0.648341953754425,0.435612261295319,1,0,0,0,-0.942172408103943,9.63488864898682,3.86283278465271,0,0,7.06447696685791,0,"Y","","Y",1
"403","TAW",1996,2,1,"Taiwan",0,"Partial democracy without factionalism",0,0.737105250358582,0.412454605102539,1,1,0,0,-1.54413282871246,9.95361042022705,3.86283278465271,0,1,9.50832653045654,0,"Y","Y","",1
"404","TAZ",1969,1,1,"Tanzania",0,"Full autocracy",0,0.207745283842087,0.266842067241669,0,0,0,0,0.548836350440979,9.43643951416016,3.12236499786377,0,0,5.08673191070557,0,"Y","","Y",1
"405","TAZ",1972,1,3,"Tanzania",0,"Full autocracy",0,0.207745283842087,0.266842067241669,0,0,0,0,0.485428750514984,9.52923011779785,3.12236499786377,0,0,5.31069040298462,0,"Y","Y","",1
"406","TAZ",1980,1,2,"Tanzania",0,"Full autocracy",0,0.207745283842087,0.266842067241669,0,0,0,0,0.49355673789978,9.78239250183105,3.12236499786377,0,0,5.92641925811768,0,"Y","Y","",1
"407","TAZ",1990,1,2,"Tanzania",0,"Full autocracy",0,0.193483889102936,0.252668857574463,0,0,0,0,0.683371961116791,10.1019287109375,3.12236499786377,0,0,6.03140592575073,0,"Y","Y","",1
"408","TAZ",1995,1,1,"Tanzania",0,"Full autocracy",0,0.188585698604584,0.259784549474716,0,0,0,1,0.983329236507416,10.2732906341553,3.12236499786377,0,0,6.07497835159302,0,"Y","","Y",1
"409","TAZ",1998,1,2,"Tanzania",0,"Partial autocracy",0,0.188585698604584,0.259784549474716,0,1,0,0,1.02629160881042,10.3647975921631,3.12236499786377,1,0,6.15570688247681,0,"Y","Y","",1
"410","TAZ",2003,1,1,"Tanzania",0,"Partial democracy with factionalism",0,0.186325997114182,0.254481464624405,0,1,0,0,1.26311600208282,10.4791173934937,3.12236499786377,1,0,6.19477272033691,0,"Y","","Y",1
"411","THI",1956,2,2,"Thailand",0,"Full autocracy",0,0.356441497802734,0.855379581451416,0,1,0,0,-0.0673960372805595,10.0327157974243,1.85629796981812,0,0,5.20625686645508,0,"Y","Y","",1
"412","THI",1965,2,1,"Thailand",0,"Full autocracy",1,0.356441497802734,0.855379581451416,0,0,0,0,-0.28843754529953,10.2850694656372,1.85629796981812,0,0,5.77892065048218,0,"Y","Y","",1
"413","THI",1997,2,1,"Thailand",0,"Partial democracy without factionalism",0,0.366710156202316,0.856793522834778,0,0,0,0,-0.345581620931625,10.9652280807495,1.85629796981812,0,1,8.80045318603516,0,"Y","","Y",1
"414","THI",2000,2,1,"Thailand",0,"Partial democracy without factionalism",0,0.366710156202316,0.856793522834778,0,0,0,0,-0.324119478464127,10.9970035552979,1.85629796981812,0,1,8.76564121246338,0,"Y","","Y",1
"415","TOG",1966,1,1,"Togo",0,"Full autocracy",0,0.189929902553558,0.471938014030457,0,0,0,0,0.389766186475754,7.37462902069092,0,0,0,5.625244140625,0,"Y","Y","",1
"416","TOG",1972,1,3,"Togo",0,"Full autocracy",0,0.186020508408546,0.394006013870239,0,0,0,0,0.446081519126892,7.6078782081604,0,0,0,6.21470832824707,0,"Y","Y","",1
"417","TOG",1991,1,2,"Togo",0,"Full autocracy",0,0.192597910761833,0.33033949136734,0,0,0,0,0.572981536388397,8.12177753448486,0,0,0,7.02981376647949,0,"Y","Y","",1
"418","TOG",1996,1,2,"Togo",0,"Partial autocracy",0,0.182292729616165,0.298514008522034,0,1,0,0,0.664520442485809,8.23403453826904,0,1,0,6.73116111755371,0,"Y","","Y",1
"419","TRI",1966,4,2,"Trinidad",0,"Partial democracy with factionalism",0,0.351772427558899,0.293364524841309,0,0,1,0,-0.739044308662415,6.7867169380188,0,0,1,7.0756311416626,0,"Y","Y","",1
"420","TRI",1977,4,1,"Trinidad",0,"Partial democracy with factionalism",0,0.351772427558899,0.293364524841309,0,0,1,0,-0.69813472032547,6.91968393325806,0,0,1,8.14668273925781,0,"Y","","Y",1
"421","TUN",1970,5,2,"Tunisia",0,"Full autocracy",0,0.950950026512146,0.886650025844574,0,0,0,0,0.380642592906952,8.50167369842529,1.33500111103058,0,0,6.61140918731689,0,"Y","Y","",1
"422","TUN",1986,5,1,"Tunisia",0,"Full autocracy",0,0.960181176662445,0.99005001783371,0,0,1,0,-0.00874896161258221,8.87891578674316,1.33500111103058,0,0,8.16022396087646,0,"Y","Y","",1
"423","TUR",1959,5,1,"Turkey",0,"Partial democracy with factionalism",0,0.65338933467865,0.737589120864868,1,0,0,0,0.54741507768631,10.1669282913208,4.28082418441772,1,0,6.45159149169922,0,"Y","Y","",1
"424","TUR",1962,5,1,"Turkey",0,"Transition",0,0.65338933467865,0.737589120864868,1,1,0,0,0.401823282241821,10.2482471466064,4.28082418441772,0,0,6.46475982666016,0,"Y","Y","",1
"425","TUR",1965,5,1,"Turkey",0,"Partial democracy without factionalism",0,0.65338933467865,0.737589120864868,1,1,0,0,0.2935551404953,10.324104309082,4.28082418441772,0,1,6.60025119781494,0,"Y","","Y",1
"426","TUR",1971,5,1,"Turkey",0,"Partial democracy without factionalism",1,0.65338933467865,0.737589120864868,1,0,0,0,0.245338320732117,10.4720916748047,4.28082418441772,0,1,6.93732357025146,0,"Y","","Y",1
"427","TUR",1975,5,2,"Turkey",0,"Partial democracy without factionalism",0,0.653685986995697,0.737589120864868,1,1,0,0,0.413094133138657,10.5725212097168,4.28082418441772,0,1,7.20705938339233,0,"Y","Y","",1
"428","TUR",1980,5,2,"Turkey",0,"Partial democracy without factionalism",1,0.653685986995697,0.737589120864868,1,0,0,0,0.311710149049759,10.6924905776978,4.28082418441772,0,1,7.70693206787109,0,"Y","","Y",1
"429","UAE",1977,5,1,"United Arab Emirates",0,"Full autocracy",0,0.503738880157471,0.416431367397308,0,0,1,0,-0.573707163333893,6.22455835342407,0,0,0,9.76226997375488,0,"Y","Y","",1
"430","UAE",1980,5,2,"United Arab Emirates",0,"Full autocracy",0,0.503738880157471,0.416431367397308,0,0,1,0,-0.641335189342499,6.67959928512573,0,0,0,9.94860458374023,0,"Y","","Y",1
"431","UAE",1986,5,1,"United Arab Emirates",0,"Full autocracy",0,0.503738880157471,0.416431367397308,0,0,0,0,-0.6290442943573,7.27793836593628,0,0,0,9.98870182037354,0,"Y","Y","",1
"432","UGA",1966,1,1,"Uganda",0,"Partial democracy without factionalism",1,0.175084620714188,0.308721840381622,1,0,0,1,0.168993249535561,8.95376968383789,2.34180569648743,0,1,4.94442415237427,0,"Y","Y","",1
"433","UK",1963,3,1,"United Kingdom",1,"Full democracy",0,0.695862174034119,0.612383604049683,1,0,0,0,-1.67595410346985,10.8577480316162,0.587786674499512,0,1,7.75126028060913,0,"Y","Y","",1
"434","UK",1971,3,1,"United Kingdom",1,"Full democracy",1,0.695862174034119,0.612383604049683,1,0,0,0,-1.6889842748642,10.9084663391113,0.587786674499512,0,1,8.12782955169678,0,"Y","Y","",1
"435","UK",1991,3,2,"United Kingdom",1,"Full democracy",0,0.651866436004639,0.557937562465668,0,0,0,0,-1.78178930282593,10.9436225891113,0.587786674499512,0,1,9.63160705566406,0,"Y","Y","",1
"436","UK",1998,3,1,"United Kingdom",1,"Full democracy",0,0.64648175239563,0.527681350708008,0,0,0,0,-1.84755086898804,10.9664039611816,0.587786674499512,0,1,9.90679454803467,0,"Y","Y","",1
"437","URU",1971,4,1,"Uruguay",0,"Full democracy",1,0.904999971389771,0.493098706007004,0,0,0,0,-0.658980846405029,7.93522977828979,0,0,1,7.44264507293701,0,"Y","","Y",1
"438","URU",1976,4,1,"Uruguay",0,"Full autocracy",0,0.882974207401276,0.483118534088135,0,1,0,0,-0.525478661060333,7.94555521011353,0,0,0,7.72600984573364,0,"Y","","",1
"439","URU",1991,4,1,"Uruguay",0,"Full democracy",0,0.883126795291901,0.475106537342072,0,0,0,0,-0.818978548049927,8.03430652618408,0,0,1,8.74213314056396,0,"Y","","Y",1
"440","USS",1991,3,1,"USSR(Soviet Union)",0,"Full autocracy",1,0.434796512126923,0.444743990898132,0,0,1,1,-0.123561218380928,12.5680599212646,2.70805025100708,1,0,9.08023166656494,0,"Y","","Y",1
"441","VEN",1961,4,1,"Venezuela",0,"Partial democracy without factionalism",0,0.543653130531311,0.893779635429382,1,1,1,0,0.0955060869455338,8.894944190979,3.10458660125732,0,1,7.04407644271851,0,"Y","","Y",1
"442","VEN",1982,4,1,"Venezuela",0,"Full democracy",0,0.512096047401428,0.899093091487885,1,0,1,0,-0.311326116323471,9.62185382843018,3.10458660125732,0,1,8.45632362365723,0,"Y","Y","",1
"443","VIE",1983,2,3,"Vietnam",0,"Full autocracy",0,0.747762203216553,0.379089266061783,1,0,0,0,-0.172234356403351,10.8990325927734,3.00568270683289,0,0,6.58617162704468,0,"Y","Y","",1
"444","VIE",1987,2,1,"Vietnam",0,"Full autocracy",0,0.747762203216553,0.379089266061783,1,0,0,0,-0.152954503893852,10.9867153167725,3.00568270683289,0,0,6.75227022171021,0,"Y","","Y",1
"445","VIE",1996,2,1,"Vietnam",0,"Full autocracy",0,0.791381001472473,0.370400667190552,0,0,0,0,-0.0387790948152542,11.178822517395,3.00568270683289,0,0,7.20034265518188,0,"Y","Y","",1
"446","YAR",1962,5,1,"Yemen, North",0,"Partial autocracy",1,0.977446258068085,0.499001502990723,0,0,0,0,0.557242155075073,8.43771743774414,3.33932209014893,0,0,5.42053508758545,0,"Y","Y","",1
"447","YAR",1975,5,2,"Yemen, North",0,"Full autocracy",0,0.978214621543884,0.499001502990723,0,0,0,0,0.58469170331955,8.51699352264404,3.33932209014893,1,0,6.06378507614136,0,"Y","Y","",1
"448","YAR",1978,5,1,"Yemen, North",0,"Full autocracy",0,0.978214621543884,0.499001502990723,0,0,0,0,0.52916818857193,8.64488220214844,3.33932209014893,1,0,6.58063936233521,0,"Y","Y","",1
"449","YAR",1981,5,1,"Yemen, North",0,"Full autocracy",0,0.978214621543884,0.499001502990723,0,0,0,0,0.573762476444244,8.89096164703369,3.33932209014893,0,0,6.75110149383545,0,"Y","","",1
"450","YEM",1994,5,1,"Yemen",1,"Transition",1,0.939445972442627,0.492081999778748,0,1,0,0,0.706344723701477,9.48463344573975,3.33932209014893,0,0,6.82153272628784,0,"Y","Y","",1
